index,publishing_year,book_name,author,language_code,author_rating,book_average_rating,book_ratings_count,genre,gross_sales,publisher_revenue,sale_price,publisher,units_sold,operating_cost
899,2005,Everyone Worth Knowing,Lauren Weisberger,en-US,Beginner,3.39,59932.0,Fiction,109.89,0.0,0.99,"Amazon Digital Services,  Inc.",4400.0,109.89
900,1986,Redwall,Brian Jacques,eng,,4.11,73918.0,Fiction,331.89,0.0,2.99,"Amazon Digital Services,  Inc.",4400.0,331.89
901,1848,Manifest der Kommunistischen Partei,"Karl Marx, Friedrich Engels, Gareth Stedman Jones",eng,Intermediate,3.51,56464.0,Fiction,331.89,0.0,2.99,"Amazon Digital Services,  Inc.",4400.0,331.89
902,2016,The Woman in Cabin 10,Ruth Ware,eng,Intermediate,3.67,90541.0,Non-Fiction,109.89,65.934,0.99,"Amazon Digital Services,  Inc.",4400.0,43.956
903,1826,The Last of the Mohicans: A Narrative of 1757,James Fenimore Cooper,eng,Intermediate,3.69,67632.0,Fiction,109.89,0.0,0.99,"Amazon Digital Services,  Inc.",4400.0,109.89
904,1979,Sophie's Choice,William Styron,eng,,4.18,66923.0,Non-Fiction,220.89,132.534,1.99,"Amazon Digital Services,  Inc.",4400.0,88.356
905,2004,Shopaholic and Sister,Sophie Kinsella,eng,Intermediate,3.64,69007.0,Fiction,331.89,0.0,2.99,"Amazon Digital Services,  Inc.",4400.0,331.89
906,2010,The Iron Daughter,Julie Kagawa,eng,,4.13,93340.0,Fiction,331.89,0.0,2.99,"Amazon Digital Services,  Inc.",4400.0,331.89
907,2000,The Prayer of Jabez:  Breaking Through to the Blessed Life,Bruce H. Wilkinson,eng,Intermediate,3.92,57468.0,Non-Fiction,899.1,539.46,8.1,"Amazon Digital Services,  Inc.",4400.0,359.64
908,2012,The Age of Miracles,Karen Thompson Walker,eng,Intermediate,3.64,61296.0,Fiction,1314.24,788.544,11.84,Random House LLC,4400.0,525.696
909,2009,Have a Little Faith: A True Story,Mitch Albom,en-US,,4.16,60002.0,Non-Fiction,220.89,132.534,1.99,Hachette Book Group,4400.0,88.356
910,2006,My Life in France,"Julia Child, Alex Prud'Homme",eng,,4.16,63100.0,Fiction,1330.89,798.534,11.99,Penguin Group (USA) LLC,4400.0,532.3560000000001
911,2014,The Rosie Effect,Graeme Simsion,eng,Intermediate,3.56,27308.0,Fiction,1225.44,735.264,11.04,Macmillan,4360.0,490.17600000000004
912,2011,The Secret of the Nagas.,Amish Tripathi,eng,Intermediate,3.98,50158.0,Fiction,109.89,65.934,0.99,"Amazon Digital Services,  Inc.",4360.0,43.956
914,2001,Flipped,Wendelin Van Draanen,en-US,Intermediate,3.94,79264.0,Non-Fiction,109.89,0.0,0.99,"Amazon Digital Services,  Inc.",4360.0,109.89
917,1995,Relic,"Douglas Preston, Lincoln Child",eng,,4.01,68011.0,Fiction,858.03,514.818,7.73,Hachette Book Group,4360.0,343.212
918,1995,Notes from a Small Island,Bill Bryson,eng,Intermediate,3.91,66947.0,Fiction,442.89,0.0,3.99,"Amazon Digital Services,  Inc.",4360.0,442.89
919,2008,Small Favor,Jim Butcher,en-US,,4.43,70029.0,Non-Fiction,1219.89,731.934,10.99,Random House LLC,4360.0,487.95600000000013
920,2009,The Walking Dead Compendium Volume 1,Robert Kirkman,eng,,4.43,57764.0,Fiction,331.89,0.0,2.99,"Amazon Digital Services,  Inc.",4360.0,331.89
921,2005,Princess Academy,Shannon Hale,eng,,4.01,82470.0,Fiction,1414.14,848.484,12.74,Simon and Schuster Digital Sales Inc,4360.0,565.6560000000001
922,2015,"Everything, Everything","Nicola Yoon, David Yoon",eng,,4.11,132552.0,Fiction,331.89,0.0,2.99,"Amazon Digital Services,  Inc.",4360.0,331.89
923,1912,Pygmalion,George Bernard Shaw,en-US,Intermediate,3.9,70079.0,Fiction,331.89,0.0,2.99,"Amazon Digital Services,  Inc.",4360.0,331.89
924,2012,Flight Behavior,Barbara Kingsolver,eng,Intermediate,3.75,57078.0,Fiction,109.89,65.934,0.99,"Amazon Digital Services,  Inc.",4360.0,43.956
925,2008,Grip of the Shadow Plague,Brandon Mull,eng,,4.26,65638.0,Fiction,548.9,0.0,4.99,"Amazon Digital Services,  Inc.",4360.0,548.9
926,1999,Bridget Jones: The Edge of Reason,Helen Fielding,eng,Intermediate,3.53,73093.0,Non-Fiction,1098.9,659.34,9.99,"Amazon Digital Services,  Inc.",4360.0,439.56000000000006
927,1994,Captain Corelli's Mandolin,Louis de BerniÃ¨res,eng,Intermediate,3.95,57583.0,Fiction,108.9,65.34,0.99,"Amazon Digital Services,  Inc.",4360.0,43.56
928,2004,At First Sight,Nicholas Sparks,en-US,Intermediate,3.81,62219.0,Fiction,108.9,65.34,0.99,"Amazon Digital Services,  Inc.",4320.0,43.56
929,2000,Down Under,Bill Bryson,eng,,4.05,58688.0,Fiction,438.9,0.0,3.99,"Amazon Digital Services,  Inc.",4320.0,438.9
930,1894,The Memoirs of Sherlock Holmes,Arthur Conan Doyle,eng,,4.32,56918.0,Non-Fiction,1230.9,738.54,11.19,HarperCollins Publishers,4320.0,492.3600000000001
931,2012,The Orphan Master's Son,Adam Johnson,eng,,4.06,52765.0,Fiction,108.9,65.34,0.99,Macmillan,4320.0,43.56
932,1984,Enchanters' End Game,David Eddings,en-US,,4.17,69134.0,Fiction,438.9,0.0,3.99,"Amazon Digital Services,  Inc.",4320.0,438.9
933,2003,Persepolis,"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh",en-US,,4.36,71353.0,Non-Fiction,108.9,0.0,0.99,"Amazon Digital Services,  Inc.",4320.0,108.9
934,1967,The Chosen,Chaim Potok,eng,,4.03,70701.0,Fiction,218.9,131.34,1.99,"Amazon Digital Services,  Inc.",4320.0,87.56
935,1958,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,"Irving Stone, ×©×ž×•××œ ×©× ×™×¦×¨",eng,,4.09,61256.0,Fiction,438.9,0.0,3.99,"Amazon Digital Services,  Inc.",4320.0,438.9
936,2008,El juego del Ã¡ngel,"Carlos Ruiz ZafÃ³n, Lucia Graves",eng,Intermediate,3.86,46225.0,Fiction,1351.9,811.14,12.29,HarperCollins Publishers,4320.0,540.7600000000001
937,2004,Where Rainbows End,Cecelia Ahern,en-US,Intermediate,3.95,55236.0,Non-Fiction,1208.9,725.34,10.99,Random House LLC,4320.0,483.56000000000006
938,1963,Amelia Bedelia,"Peggy Parish, Fritz Siebel",eng,,4.15,72329.0,Fiction,878.9,527.34,7.99,Penguin Group (USA) LLC,4320.0,351.55999999999995
939,2012,This Man,Jodi Ellen Malpas,eng,,4.13,79461.0,Fiction,108.9,65.34,0.99,"Amazon Digital Services,  Inc.",4320.0,43.56
940,2010,A Dog's Purpose ,W. Bruce Cameron,en-US,,4.35,65091.0,Fiction,328.9,0.0,2.99,"Amazon Digital Services,  Inc.",4320.0,328.9
941,2015,An Ember in the Ashes,Sabaa Tahir,eng,,4.32,45492.0,Fiction,603.9,362.34,5.49,HarperCollins Publishers,4320.0,241.56
942,2008,"Lover Enshrined, part one",J.R. Ward,eng,,4.12,87432.0,Fiction,988.9,593.34,8.99,Random House LLC,4320.0,395.55999999999995
943,2013,The Golem and the Jinni,Helene Wecker,eng,,4.1,59650.0,Fiction,438.9,0.0,3.99,"Amazon Digital Services,  Inc.",4320.0,438.9
944,2012,Ø§Ù„Ø£Ø³ÙˆØ¯ ÙŠÙ„ÙŠÙ‚ Ø¨Ùƒ,"Ø£Ø­Ù„Ø§Ù… Ù…Ø³ØªØºØ§Ù†Ù…ÙŠ, Ahlam Mosteghanemi",ara,Intermediate,3.72,42958.0,Non-Fiction,1200.1,720.06,10.91,Simon and Schuster Digital Sales Inc,4320.0,480.03999999999996
945,2003,The Slippery Slope,"Lemony Snicket, Brett Helquist",en-US,Intermediate,4.0,81362.0,Fiction,988.9,593.34,8.99,Penguin Group (USA) LLC,4320.0,395.55999999999995
946,1853,Bleak House,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",eng,Intermediate,4.0,67433.0,Fiction,988.9,593.34,8.99,HarperCollins Publishers,4320.0,395.55999999999995
947,1938,"Caps for sale: a tale of a peddler, some monkeys and their monkey business",Esphyr Slobodkina,eng,,4.12,72504.0,Fiction,548.9,329.34,4.99,"Amazon Digital Services,  Inc.",4280.0,219.56
948,2004,Furies of Calderon ,Jim Butcher,eng,,4.12,70269.0,Fiction,108.9,0.0,0.99,"Amazon Digital Services,  Inc.",4280.0,108.9
949,1983,Alanna: The First Adventure,Tamora Pierce,en-US,,4.27,85699.0,Fiction,1867.8,1120.68,16.98,Penguin Group (USA) LLC,4280.0,747.1199999999999
950,2009,Her Fearful Symmetry,Audrey Niffenegger,en-GB,Beginner,3.23,63737.0,Non-Fiction,416.9,250.14,3.79,HarperCollins Publishers,4280.0,166.76
951,2014,The Boston Girl,Anita Diamant,eng,Intermediate,3.79,51603.0,Fiction,548.9,0.0,4.99,"Amazon Digital Services,  Inc.",4280.0,548.9
952,2009,"Lover Enshrined, part two",J.R. Ward,eng,,4.38,84650.0,Children,493.9,296.34,4.49,Macmillan,4280.0,197.56
953,1990,The Fall of Hyperion,Dan Simmons,eng,,4.18,63235.0,Non-Fiction,641.3,384.78,5.83,Simon and Schuster Digital Sales Inc,4280.0,256.52
954,1987,The Black Dahlia,James Ellroy,en-US,Intermediate,3.75,61412.0,Fiction,1088.91,653.346,9.99,Random House LLC,4280.0,435.5640000000001
955,1871,"Through the Looking-Glass, and What Alice Found There","Lewis Carroll, John Tenniel, Peter Glassman",eng,,4.06,63050.0,Fiction,216.91,130.146,1.99,Simon and Schuster Digital Sales Inc,4280.0,86.76400000000001
956,1991,Wild Swans: Three Daughters of China,Jung Chang,en-US,,4.23,60193.0,Non-Fiction,434.91,260.946,3.99,HarperCollins Christian Publishing,4280.0,173.964
957,1961,"Go, Dog. Go!",P.D. Eastman,eng,,4.08,66360.0,Fiction,1160.85,696.51,10.65,Penguin Group (USA) LLC,4280.0,464.3399999999999
959,2015,Finders Keepers,Stephen King,eng,,4.03,36541.0,Fiction,107.91,0.0,0.99,"Amazon Digital Services,  Inc.",4280.0,107.91
960,2009,The Strain,"Guillermo del Toro, Chuck Hogan",en-US,Intermediate,3.77,58631.0,Fiction,107.91,64.746,0.99,"Amazon Digital Services,  Inc.",4280.0,43.164
961,1890,The Complete Poems of Emily Dickinson,"Emily Dickinson, Thomas H. Johnson",eng,,4.21,60278.0,Fiction,543.91,0.0,4.99,"Amazon Digital Services,  Inc.",4280.0,543.91
962,1956,Old Yeller,Fred Gipson,en-US,,4.06,69815.0,Fiction,1502.02,901.212,13.78,Macmillan,4280.0,600.808
963,2007,Born Standing Up: A Comic's Life,Steve Martin,eng,Intermediate,3.87,60869.0,Non-Fiction,107.91,64.746,0.99,"Amazon Digital Services,  Inc.",4280.0,43.164
965,2000,A Storm of Swords: Part 2 Blood and Gold,George R.R. Martin,eng,,4.56,54977.0,Fiction,325.91,0.0,2.99,"Amazon Digital Services,  Inc.",4280.0,325.91
967,1999,Hearts in Atlantis,Stephen King,eng,Intermediate,3.8,65063.0,Fiction,216.91,130.146,1.99,Macmillan,4240.0,86.76400000000001
969,1982,ç¾Šã‚’ã‚ãã‚‹å†’é™º [HitsujiwomegurubÅken],"Haruki Murakami, Alfred Birnbaum",eng,Intermediate,3.94,55262.0,Non-Fiction,960.29,576.174,8.81,Simon and Schuster Digital Sales Inc,4240.0,384.116
970,2003,The Queen's Fool,Philippa Gregory,en-US,Intermediate,3.83,69504.0,Fiction,598.41,359.046,5.49,Simon and Schuster Digital Sales Inc,4240.0,239.36399999999998
971,2012,Days of Blood & Starlight,Laini Taylor,en-CA,,4.21,85746.0,Fiction,325.91,195.546,2.99,"Amazon Digital Services,  Inc.",4240.0,130.36400000000003
972,1984,Jitterbug Perfume,Tom Robbins,eng,,4.24,48277.0,Fiction,325.91,0.0,2.99,"Amazon Digital Services,  Inc.",4240.0,325.91
973,2006,"The Battle for Skandia (Ranger's Apprentice, #4)",John Flanagan,en-US,,4.32,60959.0,Fiction,325.91,195.546,2.99,"Amazon Digital Services,  Inc.",4240.0,130.36400000000003
974,2012,The Darkest Minds,Alexandra Bracken,eng,,4.26,83886.0,Fiction,620.21,372.126,5.69,Hachette Book Group,4240.0,248.08400000000006
975,2005,O Zahir,"Paulo Coelho, Margaret Jull Costa",eng,Intermediate,3.56,50921.0,Fiction,434.91,0.0,3.99,"Amazon Digital Services,  Inc.",4240.0,434.91
976,1952,The Power of Positive Thinking,Norman Vincent Peale,eng,,4.08,52704.0,Fiction,325.91,0.0,2.99,"Amazon Digital Services,  Inc.",4240.0,325.91
977,2015,"In a Dark, Dark Wood ",Ruth Ware,eng,Intermediate,3.65,67344.0,Fiction,107.91,0.0,0.99,"Amazon Digital Services,  Inc.",4240.0,107.91
978,1905,The House of Mirth,"Edith Wharton, Nina Bawden",eng,Intermediate,3.94,60611.0,Fiction,325.91,0.0,2.99,"Amazon Digital Services,  Inc.",4240.0,325.91
979,2006,Fairy Tail 1,"Hiro Mashima, William Flanagan",eng,,4.4,65477.0,Fiction,434.91,0.0,3.99,"Amazon Digital Services,  Inc.",4240.0,434.91
980,2014,The Slow Regard of Silent Things,"Patrick Rothfuss, Nate  Taylor",eng,Intermediate,3.92,57716.0,Fiction,434.91,0.0,3.99,"Amazon Digital Services,  Inc.",4240.0,434.91
981,1853,Twelve Years a Slave,Solomon Northup,eng,,4.15,39758.0,Fiction,543.91,326.346,4.99,Random House LLC,4240.0,217.56399999999996
982,2010,"Lover Avenged, part one",J.R. Ward,eng,,4.41,82824.0,Fiction,543.91,0.0,4.99,"Amazon Digital Services,  Inc.",109.0,543.91
983,1999,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,en-US,,4.16,57259.0,Fiction,107.91,0.0,0.99,"Amazon Digital Services,  Inc.",109.0,107.91
984,2006,Infidel,Ayaan Hirsi Ali,eng,,4.2,58432.0,Fiction,107.91,0.0,0.99,"Amazon Digital Services,  Inc.",109.0,107.91
985,2007,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,eng,Intermediate,3.88,53586.0,Fiction,761.91,0.0,6.99,"Amazon Digital Services,  Inc.",109.0,761.91
986,2012,The Twelve,Justin Cronin,eng,Intermediate,3.98,56756.0,Fiction,538.92,0.0,4.99,"Amazon Digital Services,  Inc.",108.0,538.92
987,1962,ÐžÐ´Ð¸Ð½ Ð´ÐµÐ½ÑŒ Ð˜Ð²Ð°Ð½Ð° Ð”ÐµÐ½Ð¸ÑÐ¾Ð²Ð¸Ñ‡Ð°,"Aleksandr Solzhenitsyn, H.T. Willetts",eng,Intermediate,3.94,61678.0,Fiction,646.92,388.152,5.99,Hachette Book Group,108.0,258.768
988,1995,The Diamond Age,Neal Stephenson,eng,,4.19,61836.0,Fiction,970.92,582.552,8.99,Macmillan,108.0,388.36799999999994
989,1959,A Canticle for Leibowitz,Walter M. Miller Jr.,eng,Intermediate,3.97,66721.0,Fiction,106.92,0.0,0.99,"Amazon Digital Services,  Inc.",108.0,106.92
991,2009,Brooklyn,Colm TÃ³ibÃ­n,eng,Intermediate,3.63,55459.0,Fiction,1659.96,995.976,15.37,"Amazon Digital Services,  Inc.",108.0,663.984
992,2011,Wither,Lauren DeStefano,eng,Intermediate,3.81,84776.0,Fiction,412.56,0.0,3.82,"Amazon Digital Services,  Inc.",108.0,412.56
993,2016,Hillbilly Elegy. A Memoir of a Family and Culture in Crisis,J.D. Vance,eng,Intermediate,3.99,80737.0,Fiction,430.92,0.0,3.99,"Amazon Digital Services,  Inc.",108.0,430.92
994,2003,Crossroads of Twilight,Robert Jordan,en-US,Intermediate,3.82,61361.0,Fiction,430.92,0.0,3.99,"Amazon Digital Services,  Inc.",108.0,430.92
995,1871,The Red Badge of Courage,Stephen Crane,eng,Beginner,3.21,68448.0,Fiction,1186.92,712.152,10.99,Penguin Group (USA) LLC,108.0,474.76800000000003
996,2014,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,eng,,4.17,60236.0,Fiction,1150.2,690.12,10.65,Penguin Group (USA) LLC,108.0,460.08000000000004
997,1999,Gardens of the Moon,Steven Erikson,eng,Intermediate,3.85,57993.0,Fiction,430.92,0.0,3.99,"Amazon Digital Services,  Inc.",108.0,430.92
998,2006,A Bruxa de Portobello,Paulo Coelho,eng,Intermediate,3.51,51461.0,Fiction,1327.32,796.392,12.29,HarperCollins Publishers,108.0,530.9279999999999
999,1978,A Swiftly Tilting Planet,Madeleine L'Engle,eng,,4.13,75851.0,Fiction,322.92,0.0,2.99,"Amazon Digital Services,  Inc.",108.0,322.92
1000,2003,Gregor the Overlander,Suzanne Collins,eng,Intermediate,3.99,66823.0,Fiction,322.92,0.0,2.99,"Amazon Digital Services,  Inc.",108.0,322.92
1001,2011,Sing You Home,Jodi Picoult,en-US,Intermediate,3.76,62494.0,Fiction,516.24,309.744,4.78,"Amazon Digital Services,  Inc.",108.0,206.49599999999998
1002,1992,The Tale of the Body Thief,Anne Rice,en-US,Intermediate,3.7,67267.0,Fiction,214.92,128.952,1.99,HarperCollins Publishers,108.0,85.96799999999999
1003,2005,The Camel Club,David Baldacci,eng,,4.02,58973.0,Non-Fiction,139.32,83.592,1.29,"Amazon Digital Services,  Inc.",108.0,55.727999999999994
1004,2006,Saving The World and Other Extreme Sports,James Patterson,en-US,,4.16,75436.0,Fiction,748.44,449.064,6.93,Hachette Book Group,108.0,299.37600000000003
1005,1996,Blood of the Fold,Terry Goodkind,en-US,Intermediate,3.98,60624.0,Fiction,106.92,64.152,0.99,"Amazon Digital Services,  Inc.",108.0,42.768
1006,2006,The Boleyn Inheritance,Philippa Gregory,eng,Intermediate,3.84,62135.0,Fiction,646.92,388.152,5.99,Hachette Book Group,108.0,258.768
1007,2015,A Spool of Blue Thread,Anne Tyler,eng,Beginner,3.4,42339.0,Fiction,1186.92,712.152,10.99,Penguin Group (USA) LLC,108.0,474.76800000000003
1008,2016,The Underground Railroad,Colson Whitehead,eng,,4.04,72052.0,Fiction,538.92,0.0,4.99,"Amazon Digital Services,  Inc.",108.0,538.92
1009,2007,Masquerade,Melissa de la Cruz,en-US,Intermediate,3.91,76598.0,Fiction,106.92,64.152,0.99,"Amazon Digital Services,  Inc.",108.0,42.768
1010,2011,The Iron Queen,Julie Kagawa,eng,,4.24,82373.0,Non-Fiction,430.92,0.0,3.99,"Amazon Digital Services,  Inc.",108.0,430.92
1011,2012,Losing It,Cora Carmack,eng,Intermediate,3.77,84438.0,Fiction,538.92,323.352,4.99,HarperCollins Publishers,108.0,215.56799999999998
1013,1999,Disgrace,J.M. Coetzee,eng,Intermediate,3.83,50422.0,Fiction,1078.92,647.352,9.99,Random House LLC,108.0,431.5680000000001
1014,1928,The House at Pooh Corner,"A.A. Milne, Ernest H. Shepard",en-US,,4.36,69102.0,Fiction,214.92,0.0,1.99,"Amazon Digital Services,  Inc.",108.0,214.92
1015,2010,The Black Prism,Brent Weeks,en-US,,4.24,58906.0,Fiction,430.92,0.0,3.99,"Amazon Digital Services,  Inc.",108.0,430.92
1016,2004,The Mermaid Chair,Sue Monk Kidd,eng,Beginner,3.1,62760.0,Fiction,322.92,0.0,2.99,"Amazon Digital Services,  Inc.",108.0,322.92
1017,1970,Frog and Toad Are Friends,Arnold Lobel,eng,,4.18,70119.0,Non-Fiction,322.92,193.752,2.99,HarperCollins Publishers,108.0,129.168
1018,2002,The Carnivorous Carnival,"Lemony Snicket, Brett Helquist",en-US,Intermediate,3.97,83981.0,Fiction,105.93,0.0,0.99,"Amazon Digital Services,  Inc.",107.0,105.93
1019,2010,Heist Society,Ally Carter,en-US,Intermediate,3.91,75834.0,Fiction,854.93,512.958,7.99,Random House LLC,107.0,341.972
1020,2016,Behind Closed Doors,B.A. Paris,eng,Intermediate,3.93,57865.0,Fiction,919.13,551.478,8.59,Penguin Group (USA) LLC,107.0,367.65200000000004
1021,1974,The Killer Angels,Michael Shaara,en-US,,4.3,58372.0,Non-Fiction,105.93,63.558,0.99,"Amazon Digital Services,  Inc.",107.0,42.37200000000001
1022,1995,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",Laurell K. Hamilton,en-US,,4.16,73883.0,Fiction,426.93,256.158,3.99,Penguin Group (USA) LLC,107.0,170.772
1023,2006,Ptolemy's Gate,Jonathan Stroud,eng,,4.24,63838.0,Fiction,1272.23,763.338,11.89,HarperCollins Publishers,107.0,508.89200000000005
1024,1896,The Island of Dr. Moreau,H.G. Wells,eng,Intermediate,3.72,60346.0,Fiction,640.93,0.0,5.99,"Amazon Digital Services,  Inc.",107.0,640.93
1027,2010,Out of My Mind,Sharon M. Draper,en-US,,4.37,63756.0,Non-Fiction,319.93,0.0,2.99,"Amazon Digital Services,  Inc.",107.0,319.93
1028,2012,Rapture,Lauren Kate,eng,,4.03,79360.0,Non-Fiction,1282.93,769.758,11.99,Random House LLC,107.0,513.172
1029,2010,Switched,Amanda Hocking,eng,Intermediate,3.89,45319.0,Fiction,640.93,384.558,5.99,Macmillan,107.0,256.37199999999996
1030,1957,Ð”Ð¾ÐºÑ‚Ð¾Ñ€ Ð–Ð¸Ð²Ð°Ð³Ð¾,"Boris Pasternak, Max Hayward, Manya Harari, John Bayley",eng,,4.03,59973.0,Fiction,854.93,512.958,7.99,HarperCollins Publishers,107.0,341.972
1034,2012,Death Comes to Pemberley,P.D. James,eng,Beginner,3.21,65906.0,Fiction,426.93,256.158,3.99,"Amazon Digital Services,  Inc.",107.0,170.772
1035,1911,Ethan Frome,Edith Wharton,eng,Beginner,3.35,72421.0,Non-Fiction,405.53,243.318,3.79,HarperCollins Publishers,107.0,162.21199999999996
1036,1992,A Map of the World,"Jane Hamilton, Frank  Muller, C.J. Critt",en-GB,Intermediate,3.78,61347.0,Fiction,324.21,194.526,3.03,"Amazon Digital Services,  Inc.",107.0,129.68399999999997
1037,2016,It Ends with Us,Colleen Hoover,eng,,4.44,80433.0,Fiction,747.93,448.758,6.99,Penguin Group (USA) LLC,107.0,299.17199999999997
1038,1905,The Gift of the Magi,"O. Henry, Lisbeth Zwerger",eng,,4.07,66537.0,Non-Fiction,951.23,570.738,8.89,Simon and Schuster Digital Sales Inc,107.0,380.49199999999996
1039,1968,The Electric Kool-Aid Acid Test,Tom Wolfe,en-US,Intermediate,3.92,54848.0,Fiction,319.93,0.0,2.99,"Amazon Digital Services,  Inc.",107.0,319.93
1040,1959,The Naked Lunch,"William S. Burroughs, James Grauerholz, Barry  Miles",en-US,Beginner,3.46,55473.0,Fiction,529.65,317.79,4.95,"Amazon Digital Services,  Inc.",107.0,211.85999999999996
1041,1991,The Sandman: Dream Country,"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",eng,,4.28,67753.0,Fiction,426.93,0.0,3.99,"Amazon Digital Services,  Inc.",107.0,426.93
1042,2001,A Painted House,John Grisham,eng,Intermediate,3.67,59974.0,Non-Fiction,105.93,0.0,0.99,"Amazon Digital Services,  Inc.",107.0,105.93
1043,1969,The Left Hand of Darkness,"Ursula K. Le Guin, Lech JÄ™czmyk",eng,,4.05,61888.0,Fiction,822.83,493.698,7.69,Random House LLC,107.0,329.13200000000006
1044,2008,Let It Snow: Three Holiday Romances,"John Green, Maureen Johnson, Lauren Myracle",eng,Intermediate,3.84,57632.0,Fiction,1149.18,689.508,10.74,Penguin Group (USA) LLC,107.0,459.672
1045,2010,"Full Dark, No Stars",Stephen King,en-US,,4.03,60672.0,Fiction,640.93,384.558,5.99,Random House LLC,107.0,256.37199999999996
1046,2014,Being Mortal: Medicine and What Matters in the End,Atul Gawande,eng,,4.4,56510.0,Fiction,319.93,0.0,2.99,"Amazon Digital Services,  Inc.",107.0,319.93
1047,1987,Intensity,Dean Koontz,eng,,4.04,58062.0,Fiction,104.94,0.0,0.99,"Amazon Digital Services,  Inc.",106.0,104.94
1048,2010,Chelsea Chelsea Bang Bang,Chelsea Handler,en-US,Intermediate,3.81,55355.0,Children,477.0,286.2,4.5,"Amazon Digital Services,  Inc.",106.0,190.8
1049,1879,Et dukkehjem,"Henrik Ibsen, Michael   Meyer",eng,Intermediate,3.69,69450.0,Fiction,1588.94,953.364,14.99,Hachette Book Group,106.0,635.576
1050,1959,Hawaii,James A. Michener,en-GB,,4.18,59963.0,Fiction,212.0,0.0,2.0,"Amazon Digital Services,  Inc.",106.0,212.0
1051,1961,Revolutionary Road,Richard Yates,eng,Intermediate,3.89,56550.0,Fiction,735.64,441.384,6.94,Penguin Group (USA) LLC,106.0,294.256
1052,2006,Nick & Norah's Infinite Playlist,"Rachel Cohn, David Levithan",en-US,Intermediate,3.73,60372.0,Fiction,846.94,508.164,7.99,Random House LLC,106.0,338.77600000000007
1053,1966,Rosencrantz and Guildenstern are Dead,"Tom Stoppard, Henry Popkin",eng,,4.06,67077.0,Non-Fiction,1334.54,800.724,12.59,Random House LLC,106.0,533.8159999999999
1054,2011,Forever,Maggie Stiefvater,eng,Intermediate,3.91,85034.0,Fiction,827.86,496.716,7.81,Penguin Group (USA) LLC,106.0,331.144
1055,1996,The Beach,Alex Garland,eng,Intermediate,3.91,52333.0,Fiction,589.36,353.616,5.56,Hachette Book Group,106.0,235.74400000000003
1056,2010,Saving CeeCee Honeycutt,"Beth Hoffman, Jenna Lamia",eng,Intermediate,3.92,54341.0,Fiction,316.94,0.0,2.99,"Amazon Digital Services,  Inc.",106.0,316.94
1057,2012,Deadlocked,Charlaine Harris,eng,Intermediate,3.65,65932.0,Non-Fiction,1058.94,635.364,9.99,"Amazon Digital Services,  Inc.",106.0,423.576
1058,2002,Everything's Eventual: 14 Dark Tales,Stephen King,eng,Intermediate,3.94,60932.0,Fiction,316.94,190.164,2.99,"Amazon Digital Services,  Inc.",106.0,126.77600000000001
1061,1996,Airframe,Michael Crichton,eng,Intermediate,3.66,59229.0,Fiction,104.94,0.0,0.99,"Amazon Digital Services,  Inc.",106.0,104.94
1062,1982,Magician,Raymond E. Feist,en-US,,4.17,62432.0,Fiction,815.14,489.084,7.69,Random House LLC,106.0,326.056
1063,2004,Bet Me,Jennifer Crusie,eng,Intermediate,3.95,70737.0,Fiction,846.94,508.164,7.99,Random House LLC,106.0,338.77600000000007
1064,1994,Long Walk to Freedom: The Autobiography of Nelson Mandela,Nelson Mandela,eng,,4.31,43927.0,Fiction,316.94,0.0,2.99,"Amazon Digital Services,  Inc.",106.0,316.94
1065,2014,Gray Mountain,John Grisham,eng,Intermediate,3.52,37379.0,Non-Fiction,104.94,62.964,0.99,"Amazon Digital Services,  Inc.",106.0,41.976
1066,1989,The Power of One,Bryce Courtenay,eng,,4.34,57312.0,Fiction,846.94,508.164,7.99,Random House LLC,106.0,338.77600000000007
1067,1930,The Maltese Falcon,Dashiell Hammett,eng,Intermediate,3.92,58742.0,Fiction,846.94,508.164,7.99,Hachette Book Group,106.0,338.77600000000007
1068,2011,Night Road,Kristin Hannah,en-US,,4.17,58028.0,Fiction,104.94,62.964,0.99,"Amazon Digital Services,  Inc.",106.0,41.976
1069,1999,Tripwire,Lee Child,eng,,4.07,55251.0,Fiction,316.94,0.0,2.99,"Amazon Digital Services,  Inc.",106.0,316.94
