index,publishing_year,book_name,author,language_code,author_rating,book_average_rating,book_ratings_count,genre,gross_sales,publisher_revenue,sale_price,publisher,units_sold,operating_cost
0,1975,Beowulf,"Unknown, Seamus Heaney",en-US,Beginner,3.42,155903.0,Fiction,34160.0,20496.0,4.88,HarperCollins Publishers,7000.0,13664.0
1,1987,Batman: Year One,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",eng,Intermediate,4.23,145267.0,Fiction,12437.5,7462.5,1.99,HarperCollins Publishers,6250.0,4975.0
2,2015,Go Set a Watchman,Harper Lee,eng,Beginner,3.31,138669.0,Fiction,47795.0,28677.0,8.69,"Amazon Digital Services,  Inc.",5500.0,19118.0
3,2008,When You Are Engulfed in Flames,David Sedaris,en-US,Intermediate,4.04,150898.0,Fiction,41250.0,24750.0,7.5,Hachette Book Group,5500.0,16500.0
4,2011,Daughter of Smoke & Bone,Laini Taylor,eng,Intermediate,4.04,198283.0,Fiction,37952.5,22771.5,7.99,Penguin Group (USA) LLC,4750.0,15181.0
5,2015,Red Queen,Victoria Aveyard,eng,Intermediate,4.08,83354.0,Fiction,19960.0,0.0,4.99,"Amazon Digital Services,  Inc.",4000.0,19960.0
6,2011,The Power of Habit,Charles Duhigg,eng,Intermediate,4.03,155977.0,Fiction,27491.67,16495.002,6.99,HarperCollins Publishers,3933.0,10996.667999999998
7,1994,Midnight in the Garden of Good and Evil,John Berendt,eng,Intermediate,3.9,167997.0,Non-Fiction,26182.0,15709.2,6.89,Hachette Book Group,3800.0,10472.8
8,2012,Hopeless,Colleen Hoover,eng,Intermediate,4.34,189938.0,Fiction,26093.67,15656.202,6.99,HarperCollins Publishers,3733.0,10437.467999999999
9,1905,A Little Princess,"Frances Hodgson Burnett, Nancy Bond",eng,Intermediate,4.2,199872.0,Fiction,23792.34,14275.404,6.49,Random House LLC,3666.0,9516.936
10,2004,The Truth About Forever,Sarah Dessen,en-US,Intermediate,4.13,179415.0,Fiction,17964.0,0.0,4.99,"Amazon Digital Services,  Inc.",3600.0,17964.0
11,1954,The horse and his boy,C.S. Lewis,eng,Intermediate,3.9,189671.0,Fiction,21564.0,12938.4,5.99,Penguin Group (USA) LLC,3600.0,8625.6
12,2010,Last Sacrifice ,Richelle Mead,eng,,4.42,206792.0,Fiction,3431.34,0.0,0.99,"Amazon Digital Services,  Inc.",3466.0,3431.34
13,1935,Little House on the Prairie,"Laura Ingalls Wilder, Garth Williams",eng,Intermediate,4.18,195424.0,Fiction,6897.34,4138.404,1.99,HarperCollins Publishers,3466.0,2758.9359999999997
14,1922,The Velveteen Rabbit,"Margery Williams Bianco, William   Nicholson",eng,Intermediate,4.29,173469.0,Fiction,21797.82,13078.692,6.54,Random House LLC,3333.0,8719.128
15,1974,Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig,eng,Intermediate,3.76,139411.0,Fiction,16297.34,0.0,4.99,"Amazon Digital Services,  Inc.",3266.0,16297.34
16,1897,The War of the Worlds,"H.G. Wells, Arthur C. Clarke",eng,Intermediate,3.8,159752.0,Fiction,15968.0,0.0,4.99,"Amazon Digital Services,  Inc.",3200.0,15968.0
17,2006,Pretty Little Liars,Sara Shepard,en-US,Intermediate,3.9,156328.0,Fiction,15968.0,0.0,4.99,"Amazon Digital Services,  Inc.",3200.0,15968.0
18,1948,Corduroy,Don Freeman,en-US,Intermediate,4.28,160860.0,Fiction,6234.67,3740.802,1.99,Simon and Schuster Digital Sales Inc,3133.0,2493.868
19,2006,The Omnivore's Dilemma,Michael Pollan,eng,Intermediate,4.17,133271.0,Fiction,3035.34,0.0,0.99,"Amazon Digital Services,  Inc.",3066.0,3035.34
20,2013,Life After Life,Kate Atkinson,eng,Intermediate,3.74,138454.0,Fiction,11702.67,0.0,3.99,"Amazon Digital Services,  Inc.",2933.0,11702.67
21,2000,The Rescue,Nicholas Sparks,en-US,Intermediate,4.1,142092.0,Fiction,8569.34,0.0,2.99,"Amazon Digital Services,  Inc.",2866.0,8569.34
23,1993,Voyager,Diana Gabaldon,eng,Intermediate,4.38,157395.0,Fiction,8171.67,0.0,2.99,"Amazon Digital Services,  Inc.",2733.0,8171.67
25,1981,Cujo,Stephen King,spa,Intermediate,3.65,158215.0,Fiction,7774.0,0.0,2.99,"Amazon Digital Services,  Inc.",2600.0,7774.0
26,1993,The Virgin Suicides,Jeffrey Eugenides,eng,Intermediate,3.83,159249.0,Fiction,26904.06,16142.436,10.91,Penguin Group (USA) LLC,2466.0,10761.624000000002
27,2004,Dead to the World,Charlaine Harris,eng,Intermediate,4.13,199572.0,Fiction,2376.0,0.0,0.99,"Amazon Digital Services,  Inc.",2400.0,2376.0
28,1891,Tess of the d'Urbervilles: A Pure Woman Faithfully Presented,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",eng,Intermediate,3.77,171599.0,Non-Fiction,9576.0,5745.6,3.99,Hachette Book Group,2400.0,3830.3999999999996
29,1856,Madame Bovary,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",eng,Intermediate,3.64,158877.0,Fiction,9308.67,0.0,3.99,"Amazon Digital Services,  Inc.",2333.0,9308.67
30,1961,The Phantom Tollbooth,"Norton Juster, Jules Feiffer",en-US,Intermediate,4.22,178432.0,Fiction,4509.34,0.0,1.99,"Amazon Digital Services,  Inc.",2266.0,4509.34
31,2010,The Way of Kings,Brandon Sanderson,eng,,4.64,144822.0,Fiction,2178.0,0.0,0.99,"Amazon Digital Services,  Inc.",2200.0,2178.0
32,2003,Club Dead,Charlaine Harris,en-GB,Intermediate,4.03,181323.0,Fiction,13178.0,7906.8,5.99,HarperCollins Publishers,2200.0,5271.2
33,2006,It's Kind of a Funny Story,Ned Vizzini,en-US,Intermediate,4.14,161001.0,Non-Fiction,2045.34,1227.204,0.99,HarperCollins Publishers,2066.0,818.136
35,2015,After You,Jojo Moyes,eng,Intermediate,3.7,99342.0,Fiction,1964.16,0.0,0.99,"Amazon Digital Services,  Inc.",1984.0,1964.16
36,2011,The Language of Flowers,Vanessa Diffenbaugh,eng,Intermediate,4.07,140076.0,Fiction,1964.16,1178.496,0.99,"Amazon Digital Services,  Inc.",1984.0,785.664
37,1986,Batman: The Dark Knight Returns,"Frank Miller, Klaus Janson, Lynn Varley",eng,Intermediate,4.25,135979.0,Fiction,1949.31,0.0,0.99,"Amazon Digital Services,  Inc.",1969.0,1949.31
38,2005,The Angel Experiment,James Patterson,eng,Intermediate,4.08,172302.0,Fiction,1949.31,0.0,0.99,"Amazon Digital Services,  Inc.",1969.0,1949.31
39,1995,High Fidelity,Nick Hornby,eng,Intermediate,3.94,134849.0,Fiction,20309.55,12185.73,10.65,Random House LLC,1907.0,8123.82
40,2003,The Guardian,Nicholas Sparks,en-US,Intermediate,4.14,136427.0,Fiction,1873.08,0.0,0.99,"Amazon Digital Services,  Inc.",1892.0,1873.08
41,2003,Oryx and Crake,Margaret Atwood,eng,Intermediate,4.0,151500.0,Fiction,7485.24,0.0,3.99,"Amazon Digital Services,  Inc.",1876.0,7485.24
42,1998,"Men Are from Mars, Women Are from Venus Book of Days: 365 Inspirations to Enrich Your Relationships",John Gray,en-US,Intermediate,3.52,113915.0,Fiction,3703.39,2222.034,1.99,"Amazon Digital Services,  Inc.",1861.0,1481.3559999999998
43,2000,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,eng,Intermediate,4.0,134177.0,Fiction,11057.54,6634.524,5.99,HarperCollins Publishers,1846.0,4423.0160000000005
44,1999,Timeline,Michael Crichton,en-US,Intermediate,3.83,148563.0,Fiction,12791.7,7675.02,6.99,"Amazon Digital Services,  Inc.",1830.0,5116.68
45,1759,Candide,Voltaire,eng,Intermediate,3.76,151471.0,Fiction,8982.0,0.0,4.99,"Amazon Digital Services,  Inc.",1800.0,8982.0
46,1975,Tuck Everlasting,Natalie Babbitt,eng,Intermediate,3.85,174280.0,Non-Fiction,3582.0,2149.2,1.99,"Amazon Digital Services,  Inc.",1800.0,1432.8000000000002
47,1983,Christine,"Stephen King, Marie Milpois",fre,Intermediate,3.72,151160.0,Non-Fiction,1766.16,1059.696,0.99,"Amazon Digital Services,  Inc.",1784.0,706.4640000000002
48,1960,Are You My Mother?,P.D. Eastman,eng,Intermediate,4.16,174204.0,Fiction,10596.31,6357.786,5.99,Penguin Group (USA) LLC,1769.0,4238.523999999999
49,1950,The Story of Art,E.H. Gombrich,en-US,Intermediate,3.83,164708.0,Fiction,15058.27,9034.962,8.59,Hachette Book Group,1753.0,6023.308000000001
50,2013,Scarlet,Marissa Meyer,eng,Intermediate,4.3,193766.0,Fiction,1720.62,1032.372,0.99,"Amazon Digital Services,  Inc.",1738.0,688.2479999999998
51,1997,"Rich Dad , Poor Dad",Robert T. Kiyosaki,eng,Intermediate,3.95,153764.0,Fiction,1705.77,1023.462,0.99,Random House LLC,1723.0,682.308
52,2011,Silence ,Becca Fitzpatrick,eng,Intermediate,4.16,190722.0,Fiction,8517.93,0.0,4.99,"Amazon Digital Services,  Inc.",1707.0,8517.93
53,2009,The Magicians,Lev Grossman,eng,Beginner,3.47,147908.0,Fiction,1675.08,1005.048,0.99,Macmillan,1692.0,670.0319999999999
54,2004,ãƒ‡ã‚¹ãƒŽãƒ¼ãƒˆ #1 (Desu NÅto) Taikutsu (é€€å±ˆ),"Tsugumi Ohba, Takeshi Obata",eng,,4.42,139501.0,Fiction,6687.24,0.0,3.99,"Amazon Digital Services,  Inc.",1676.0,6687.24
55,2003,A Great and Terrible Beauty,Libba Bray,eng,Intermediate,3.79,173613.0,Fiction,4966.39,2979.834,2.99,Penguin Group (USA) LLC,1661.0,1986.5560000000005
56,2002,Everything Is Illuminated,Jonathan Safran Foer,eng,Intermediate,3.9,131492.0,Fiction,1629.54,977.724,0.99,"Amazon Digital Services,  Inc.",1646.0,651.8159999999999
57,1986,The Bourne Supremacy,Robert Ludlum,en-US,Intermediate,4.09,142168.0,Fiction,17783.3,10669.98,10.91,Penguin Group (USA) LLC,1630.0,7113.32
58,2012,Easy,Tammara Webber,en-CA,Intermediate,4.11,133937.0,Fiction,1613.7,0.0,0.99,"Amazon Digital Services,  Inc.",1630.0,1613.7
59,1849,David Copperfield,"Charles Dickens, Jeremy Tambling",eng,Intermediate,3.96,150512.0,Fiction,18394.85,11036.91,11.39,Hachette Book Group,1615.0,7357.939999999999
60,2007,The Absolutely True Diary of a Part-Time Indian,"Sherman Alexie, Ellen Forney",eng,Intermediate,4.11,160607.0,Fiction,10384.0,6230.4,6.49,Random House LLC,1600.0,4153.6
61,1967,ÐœÐ°ÑÑ‚ÐµÑ€ Ð¸ ÐœÐ°Ñ€Ð³Ð°Ñ€Ð¸Ñ‚Ð°,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",eng,Intermediate,4.32,131389.0,Fiction,6320.16,0.0,3.99,"Amazon Digital Services,  Inc.",1584.0,6320.16
62,1968,A Wizard of Earthsea,Ursula K. Le Guin,en-US,Intermediate,3.99,155042.0,Fiction,4707.0,0.0,3.0,"Amazon Digital Services,  Inc.",1569.0,4707.0
63,2000,Because of Winn-Dixie,"Kate DiCamillo, Chris Sheban",eng,Intermediate,4.0,154476.0,Fiction,1522.62,0.0,0.99,"Amazon Digital Services,  Inc.",1538.0,1522.62
64,1959,A Separate Peace,John Knowles,en-US,Intermediate,3.56,155901.0,Fiction,5924.47,0.0,3.89,"Amazon Digital Services,  Inc.",1523.0,5924.47
65,1995,The Rainmaker,John Grisham,eng,Intermediate,3.91,137412.0,Fiction,12040.93,0.0,7.99,"Amazon Digital Services,  Inc.",1507.0,12040.93
66,1605,Don Quijote de La Mancha,"Miguel de Cervantes Saavedra, Roberto GonzÃ¡lez EchevarrÃ­a, John Rutherford",eng,Intermediate,3.85,134931.0,Fiction,13413.08,8047.848,8.99,Hachette Book Group,1492.0,5365.232
67,1995,Assassin's Apprentice,Robin Hobb,eng,Intermediate,4.14,132777.0,Fiction,2907.39,0.0,1.99,"Amazon Digital Services,  Inc.",1461.0,2907.39
68,1980,The Restaurant at the End of the Universe,Douglas Adams,eng,Intermediate,4.22,153838.0,Fiction,11553.54,6932.124,7.99,Penguin Group (USA) LLC,1446.0,4621.416000000001
69,2010,Torment,Lauren Kate,eng,Intermediate,3.89,174393.0,Fiction,5705.7,0.0,3.99,"Amazon Digital Services,  Inc.",1430.0,5705.7
70,1901,The Tale of Peter Rabbit,Beatrix Potter,eng,Intermediate,4.17,162373.0,Fiction,9890.85,5934.51,6.99,Penguin Group (USA) LLC,1415.0,3956.34
71,1953,The Silver Chair,"C.S. Lewis, Pauline Baynes",eng,Intermediate,3.95,170453.0,Fiction,5245.36,3147.216,3.79,Hachette Book Group,1384.0,2098.144
72,2008,The Hero of Ages,Brandon Sanderson,eng,,4.46,143622.0,Non-Fiction,5826.64,3495.984,4.21,"Amazon Digital Services,  Inc.",1384.0,2330.6560000000004
73,1993,"Girl, Interrupted",Susanna Kaysen,eng,Intermediate,3.9,145161.0,Fiction,2724.31,1634.586,1.99,Hachette Book Group,1369.0,1089.724
75,1970,Jonathan Livingston Seagull,"Richard Bach, Russell Munson",en-US,Intermediate,3.8,133728.0,Fiction,6751.47,0.0,4.99,"Amazon Digital Services,  Inc.",1353.0,6751.47
76,2014,City of Heavenly Fire,Cassandra Clare,eng,,4.48,177796.0,Fiction,6676.62,0.0,4.99,"Amazon Digital Services,  Inc.",1338.0,6676.62
77,1986,Love You Forever,"Robert Munsch, Sheila McGraw",en-GB,Intermediate,4.34,159703.0,Fiction,1309.77,785.862,0.99,"Amazon Digital Services,  Inc.",1323.0,523.908
78,2006,Cell,Stephen King,en-US,Intermediate,3.64,144591.0,Fiction,5933.78,3560.268,4.54,HarperCollins Publishers,1307.0,2373.5119999999997
79,2013,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,eng,Intermediate,4.32,113565.0,Fiction,8482.43,5089.458,6.49,Hachette Book Group,1307.0,3392.9720000000007
80,1977,The Silmarillion,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",eng,Intermediate,3.87,134106.0,Fiction,6447.08,3868.248,4.99,Random House LLC,1292.0,2578.832
81,1987,The Drawing of the Three,Stephen King,eng,Intermediate,4.23,139052.0,Non-Fiction,2539.24,1523.544,1.99,HarperCollins Publishers,1276.0,1015.6959999999997
82,2008,The Forgotten Garden,Kate Morton,en-GB,Intermediate,4.12,138377.0,Fiction,4907.7,0.0,3.99,"Amazon Digital Services,  Inc.",1230.0,4907.7
83,1925,Der ProzeÃŸ,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",eng,Intermediate,3.98,131856.0,Fiction,1202.85,0.0,0.99,"Amazon Digital Services,  Inc.",1215.0,1202.85
84,2002,This Lullaby,Sarah Dessen,eng,Intermediate,4.03,151829.0,Fiction,2417.85,1450.71,1.99,HarperCollins Publishers,1215.0,967.1399999999999
85,2000,Plain Truth,Jodi Picoult,eng,Intermediate,3.97,128406.0,Fiction,1188.0,0.0,0.99,"Amazon Digital Services,  Inc.",1200.0,1188.0
86,2010,Orange Is the New Black: My Year in a Women's Prison,Piper Kerman,eng,Intermediate,3.7,127186.0,Fiction,2388.0,0.0,1.99,"Amazon Digital Services,  Inc.",1200.0,2388.0
87,1902,The Hound of the Baskervilles,"Arthur Conan Doyle, Anne Perry",eng,Intermediate,4.09,154517.0,Fiction,2356.16,1413.696,1.99,Macmillan,1184.0,942.4639999999999
88,2011,"Thinking, Fast and Slow",Daniel Kahneman,eng,Intermediate,4.08,136950.0,Fiction,1157.31,694.386,0.99,"Amazon Digital Services,  Inc.",1169.0,462.924
89,1982,The Mists of Avalon,Marion Zimmer Bradley,eng,Intermediate,4.12,157736.0,Fiction,1157.31,694.386,0.99,"Amazon Digital Services,  Inc.",1169.0,462.924
90,1970,"Are You There God? It's Me, Margaret",Judy Blume,eng,Intermediate,3.89,151789.0,Fiction,1111.77,0.0,0.99,"Amazon Digital Services,  Inc.",1123.0,1111.77
91,2002,Nights in Rodanthe,Nicholas Sparks,eng,Intermediate,3.82,129807.0,Fiction,5603.77,3362.262,4.99,"Amazon Digital Services,  Inc.",1123.0,2241.5080000000003
92,2014,Mr. Mercedes,Stephen King,eng,Intermediate,3.92,125847.0,Fiction,2202.93,1321.758,1.99,Macmillan,1107.0,881.1719999999998
93,2007,All Together Dead,Charlaine Harris,eng,Intermediate,4.05,162689.0,Fiction,6983.24,4189.944,6.49,Random House LLC,1076.0,2793.2959999999994
94,1997,Midwives,Chris Bohjalian,en-US,Intermediate,3.97,133155.0,Fiction,6885.89,4131.534,6.49,Random House LLC,1061.0,2754.3560000000007
95,1985,The Polar Express,Chris Van Allsburg,en-US,Intermediate,4.29,168001.0,Non-Fiction,1035.54,621.324,0.99,"Amazon Digital Services,  Inc.",1046.0,414.216
96,1989,The True Story of the Three Little Pigs,"Jon Scieszka, Lane Smith",en-GB,Intermediate,4.29,141945.0,Fiction,1019.7,0.0,0.99,"Amazon Digital Services,  Inc.",1030.0,1019.7
97,1987,Patriot Games,Tom Clancy,eng,Intermediate,4.11,141674.0,Fiction,6079.85,0.0,5.99,"Amazon Digital Services,  Inc.",1015.0,6079.85
98,1998,Veronika decide morrer,"Paulo Coelho, Margaret Jull Costa",eng,Intermediate,3.69,111856.0,Fiction,6932.45,4159.47,6.83,Penguin Group (USA) LLC,1015.0,2772.9799999999996
99,2013,"Lean In: Women, Work, and the Will to Lead","Sheryl Sandberg, Nell Scovell",eng,Intermediate,3.94,135635.0,Fiction,985.05,0.0,0.99,"Amazon Digital Services,  Inc.",995.0,985.05
100,2005,Dead as a Doornail ,Charlaine Harris,eng,Intermediate,4.01,169560.0,Fiction,5068.8,3041.28,5.12,Penguin Group (USA) LLC,990.0,2027.52
101,2011,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,en-US,Intermediate,4.01,176433.0,Fiction,2195.2,1317.12,2.24,"Amazon Digital Services,  Inc.",980.0,878.0799999999999
102,1959,Starship Troopers,Robert A. Heinlein,en-CA,Intermediate,3.99,136886.0,Fiction,7312.5,4387.5,7.5,Hachette Book Group,975.0,2925.0
103,2011,I've Got Your Number,Sophie Kinsella,eng,Intermediate,3.93,144533.0,Fiction,960.3,0.0,0.99,"Amazon Digital Services,  Inc.",970.0,960.3
104,1991,Sofies Verden,"Jostein Gaarder, Paulette MÃ¸ller",eng,Intermediate,3.88,109692.0,Fiction,10224.0,6134.4,10.65,Penguin Group (USA) LLC,960.0,4089.6000000000004
106,1950,The Martian Chronicles,Ray Bradbury,en-US,Intermediate,4.12,143236.0,Fiction,1880.55,0.0,1.99,"Amazon Digital Services,  Inc.",945.0,1880.55
107,2010,A Visit From the Goon Squad,Jennifer Egan,eng,Intermediate,3.64,120126.0,Fiction,4690.6,2814.36,4.99,Macmillan,940.0,1876.2400000000002
108,1880,Heidi,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",eng,Intermediate,3.97,144497.0,Fiction,3730.65,2238.39,3.99,Penguin Group (USA) LLC,935.0,1492.2600000000002
110,1956,The Last Battle,C.S. Lewis,eng,Intermediate,4.02,158701.0,Fiction,5980.0,3588.0,6.5,"Amazon Digital Services,  Inc.",920.0,2392.0
111,2007,World Without End,Ken Follett,eng,Intermediate,4.23,128715.0,Fiction,905.85,543.51,0.99,Random House LLC,915.0,362.34000000000003
112,2008,Chosen: A House of Night Novel,"P.C. Cast, Kristin Cast",en-US,Intermediate,3.9,180961.0,Fiction,7759.2,4655.52,8.48,"Amazon Digital Services,  Inc.",915.0,3103.6799999999994
113,2012,Slammed,Colleen Hoover,eng,Intermediate,4.29,153882.0,Fiction,900.9,0.0,0.99,"Amazon Digital Services,  Inc.",910.0,900.9
114,2007,"Beastly (Beastly, #1, Kendra Chronicles, #1)",Alex Flinn,eng,Intermediate,3.84,150003.0,Fiction,895.95,537.57,0.99,"Amazon Digital Services,  Inc.",905.0,358.38
115,1390,Tales of Caunterbury,"Geoffrey Chaucer, Nevill Coghill",eng,Beginner,3.48,148480.0,Fiction,891.0,0.0,0.99,"Amazon Digital Services,  Inc.",900.0,891.0
116,2006,Baby Proof,Emily Giffin,en-US,Intermediate,3.71,124371.0,Non-Fiction,5841.0,3504.6,6.49,Macmillan,900.0,2336.4
117,2011,Inheritance,Christopher Paolini,en-US,Intermediate,4.08,146905.0,Non-Fiction,10731.05,6438.63,11.99,Random House LLC,895.0,4292.419999999999
118,2009,ã„ã¡ãã‚…ã†ã¯ã¡ã‚ˆã‚“ [Ichi-KyÅ«-Hachi-Yon],"Haruki Murakami, Jay Rubin, Philip Gabriel",eng,Intermediate,3.89,125195.0,Fiction,2661.1,0.0,2.99,"Amazon Digital Services,  Inc.",890.0,2661.1
119,1852,Uncle Tom's Cabin or Life Among the Lowly,Harriet Beecher Stowe,eng,Intermediate,3.83,137858.0,Fiction,1771.1,1062.66,1.99,HarperCollins Publishers,890.0,708.4399999999998
120,1909,Le FantÃ´me de l'OpÃ©ra,"Gaston Leroux, Alexander Teixeira de Mattos",eng,Intermediate,3.97,141110.0,Fiction,3531.15,0.0,3.99,"Amazon Digital Services,  Inc.",885.0,3531.15
121,2006,"Definitely Dead (Sookie Stackhouse, #6)",Charlaine Harris,en-US,Intermediate,4.02,163054.0,Fiction,6525.0,3915.0,7.5,Simon and Schuster Digital Sales Inc,870.0,2610.0
122,1995,Ensaio Sobre a Cegueira,"JosÃ© Saramago, Giovanni Pontiero",en-US,Intermediate,4.08,98738.0,Fiction,3451.35,0.0,3.99,"Amazon Digital Services,  Inc.",865.0,3451.35
123,2010,Freedom,Jonathan Franzen,en-US,Intermediate,3.73,119213.0,Fiction,6871.4,4122.84,7.99,Random House LLC,860.0,2748.5599999999995
124,2011,Crossed,Ally Condie,eng,Intermediate,3.52,100886.0,Fiction,841.5,504.9,0.99,"Amazon Digital Services,  Inc.",850.0,336.6
125,2006,"I'd Tell You I Love You, But Then I'd Have to Kill You",Ally Carter,en-US,Intermediate,3.82,150222.0,Fiction,10131.55,6078.93,11.99,Hachette Book Group,845.0,4052.619999999999
126,2008,The White Tiger,Aravind Adiga,eng,Intermediate,3.71,114531.0,Fiction,6711.6,4026.96,7.99,Random House LLC,840.0,2684.6400000000003
127,2001,The Corrections,Jonathan Franzen,eng,Intermediate,3.78,117657.0,Fiction,816.75,0.0,0.99,"Amazon Digital Services,  Inc.",825.0,816.75
128,1995,Dreams from My Father,Barack Obama,eng,Intermediate,3.81,128961.0,Non-Fiction,1641.75,985.05,1.99,HarperCollins Publishers,825.0,656.7
129,1980,Congo,Michael Crichton,eng,Intermediate,3.55,129811.0,Non-Fiction,5696.85,3418.11,6.99,Random House LLC,815.0,2278.7400000000002
130,1972,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Judith Viorst, Ray Cruz",en-CA,Intermediate,4.22,146073.0,Fiction,2421.9,0.0,2.99,"Amazon Digital Services,  Inc.",810.0,2421.9
131,1999,Interpreter of Maladies,Jhumpa Lahiri,eng,Intermediate,4.12,110651.0,Fiction,8573.25,5143.95,10.65,Penguin Group (USA) LLC,805.0,3429.3
132,1980,A People's History of the United States: 1492 to Present ,Howard Zinn,eng,Intermediate,4.07,137372.0,Fiction,3192.0,0.0,3.99,"Amazon Digital Services,  Inc.",800.0,3192.0
133,1958,Breakfast at Tiffany's,Truman Capote,eng,Intermediate,3.89,129778.0,Fiction,792.0,475.2,0.99,"Amazon Digital Services,  Inc.",800.0,316.8
134,2010,The Passage,Justin Cronin,eng,Intermediate,4.04,126993.0,Fiction,3172.05,0.0,3.99,"Amazon Digital Services,  Inc.",795.0,3172.05
135,2005,Anansi Boys,Neil Gaiman,eng,Intermediate,4.0,137639.0,Non-Fiction,1572.1,943.26,1.99,"Amazon Digital Services,  Inc.",790.0,628.8399999999999
136,2009,Along for the Ride,Sarah Dessen,eng,Intermediate,4.08,151721.0,Fiction,9412.15,5647.29,11.99,Penguin Group (USA) LLC,785.0,3764.8599999999997
137,2014,Everything I Never Told You,Celeste Ng,eng,Intermediate,3.78,108703.0,Fiction,3112.2,0.0,3.99,"Amazon Digital Services,  Inc.",780.0,3112.2
138,1982,La casa de los espÃ­ritus,"Isabel Allende, Magda Bogin",en-US,Intermediate,4.2,119930.0,Fiction,8269.25,4961.55,10.67,Simon and Schuster Digital Sales Inc,775.0,3307.7
139,1979,The Dead Zone,Stephen King,en-US,Intermediate,3.9,132723.0,Fiction,1512.4,907.44,1.99,HarperCollins Publishers,760.0,604.96
140,1920,The Mysterious Affair at Styles,"Agatha Christie, Î¡Î¿Î¶Î¯Ï„Î± Î£ÏŽÎºÎ¿Ï…",eng,Intermediate,3.98,135514.0,Fiction,3012.45,0.0,3.99,"Amazon Digital Services,  Inc.",755.0,3012.45
141,1934,Murder in the Calais Coach,Agatha Christie,eng,Intermediate,4.16,138444.0,Fiction,3742.5,0.0,4.99,"Amazon Digital Services,  Inc.",750.0,3742.5
142,2013,Americanah,Chimamanda Ngozi Adichie,eng,Intermediate,4.26,113252.0,Fiction,2992.5,0.0,3.99,"Amazon Digital Services,  Inc.",750.0,2992.5
143,2001,Suzanne's Diary for Nicholas,James Patterson,eng,Intermediate,4.16,121398.0,Fiction,3717.55,2230.53,4.99,Random House LLC,745.0,1487.02
144,1980,Firestarter,Stephen King,eng,Intermediate,3.85,142213.0,Fiction,2952.6,1771.56,3.99,Macmillan,740.0,1181.04
145,2013,Entwined with You,Sylvia Day,eng,Intermediate,4.19,141641.0,Fiction,727.65,0.0,0.99,"Amazon Digital Services,  Inc.",735.0,727.65
146,2009,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall,eng,Intermediate,4.27,109642.0,Fiction,3642.7,0.0,4.99,"Amazon Digital Services,  Inc.",730.0,3642.7
147,2014,The Storied Life of A.J. Fikry,Gabrielle Zevin,eng,Intermediate,3.98,115393.0,Fiction,5444.75,3266.85,7.51,Random House LLC,725.0,2177.9
148,1939,Mad About Madeline,Ludwig Bemelmans,en-GB,Intermediate,4.22,156726.0,Fiction,712.8,0.0,0.99,"Amazon Digital Services,  Inc.",720.0,712.8
149,1937,Think and Grow Rich,Napoleon Hill,eng,Intermediate,4.17,87445.0,Fiction,702.9,0.0,0.99,"Amazon Digital Services,  Inc.",710.0,702.9
150,1932,Little House In The Big Woods,"Laura Ingalls Wilder, Garth Williams",eng,Intermediate,4.16,165127.0,Fiction,697.95,418.77,0.99,"Amazon Digital Services,  Inc.",705.0,279.18000000000006
151,2004,Jonathan Strange & Mr Norrell,Susanna Clarke,eng,Intermediate,3.8,133683.0,Fiction,5593.0,3355.8,7.99,Hachette Book Group,700.0,2237.2
152,2001,A Bend in the Road,Nicholas Sparks,eng,Intermediate,4.02,116800.0,Fiction,1353.2,811.92,1.99,HarperCollins Publishers,680.0,541.2800000000001
153,2013,The House of Hades,Rick Riordan,eng,,4.54,159774.0,Non-Fiction,668.25,400.95,0.99,"Amazon Digital Services,  Inc.",675.0,267.3
154,2008,Gone,Michael  Grant,eng,Intermediate,3.85,144606.0,Fiction,3678.3,2206.98,5.49,"Amazon Digital Services,  Inc.",670.0,1471.3200000000002
155,2003,The Wedding,Nicholas Sparks,en-US,Intermediate,3.98,118045.0,Fiction,658.35,395.01,0.99,"Amazon Digital Services,  Inc.",665.0,263.34000000000003
156,2005,1776,David McCullough,eng,Intermediate,4.06,130293.0,Fiction,7814.4,4688.64,11.84,Random House LLC,660.0,3125.7599999999993
157,2003,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,eng,Intermediate,3.98,112167.0,Fiction,648.45,0.0,0.99,"Amazon Digital Services,  Inc.",655.0,648.45
